"interaction_id","conversation_id","lead_id","campaign_id","timestamp","channel","event_type","agent_id","variant_id","outcome","metadata_json"
"INT00016754","C0002070","L0002070","CMP0008","2025-08-28T23:36:53","Email","call_made","EN-001","VAR00036","none","{""duration_sec"": 121, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016755","C0002070","L0002070","CMP0008","2025-08-28T23:58:06","Web","social_comment","EN-008","VAR00028","unsubscribe","{""duration_sec"": 750, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016756","C0002070","L0002070","CMP0008","2025-08-28T23:58:12","Call","email_open","EN-004","VAR00085","positive","{""duration_sec"": 476, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016757","C0002070","L0002070","CMP0008","2025-08-28T23:58:45","Call","reply","EN-019","VAR00036","negative","{""duration_sec"": 690, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016758","C0002070","L0002070","CMP0008","2025-08-28T23:58:57","Social","sms_reply","EN-009","VAR00100","unsubscribe","{""duration_sec"": 120, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016759","C0002070","L0002070","CMP0008","2025-08-28T23:59:14","SMS","email_click","EN-015","VAR00049","unsubscribe","{""duration_sec"": 48, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016760","C0002070","L0002070","CMP0008","2025-08-28T23:59:26","Call","email_click","EN-014","VAR00065","none","{""duration_sec"": 450, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016761","C0002070","L0002070","CMP0008","2025-08-28T23:59:36","Ads","sms_sent","EN-012","VAR00090","negative","{""duration_sec"": 727, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0008""}}"
"INT00016762","C0002071","L0002071","CMP0022","2025-07-27T14:26:28","SMS","email_open","EN-017","VAR00030","none","{""duration_sec"": 830, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016763","C0002071","L0002071","CMP0022","2025-08-28T19:32:15","Ads","call_made","EN-018","VAR00087","unsubscribe","{""duration_sec"": 891, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016764","C0002071","L0002071","CMP0022","2025-08-28T19:56:24","Social","email_click","EN-005","VAR00033","unsubscribe","{""duration_sec"": 757, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016765","C0002071","L0002071","CMP0022","2025-08-28T21:19:08","Ads","email_click","EN-013","VAR00005","none","{""duration_sec"": 255, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016766","C0002071","L0002071","CMP0022","2025-08-28T23:47:42","Web","email_sent","EN-013","VAR00063","none","{""duration_sec"": 387, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016767","C0002072","L0002072","CMP0026","2025-07-14T10:30:59","Web","call_made","EN-008","VAR00049","negative","{""duration_sec"": 103, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016768","C0002072","L0002072","CMP0026","2025-08-28T06:17:54","Email","sms_sent","EN-002","VAR00108","unsubscribe","{""duration_sec"": 306, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016769","C0002072","L0002072","CMP0026","2025-08-28T11:46:34","Ads","sms_reply","EN-018","VAR00068","unsubscribe","{""duration_sec"": 686, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016770","C0002072","L0002072","CMP0026","2025-08-28T15:37:48","SMS","site_visit","EN-003","VAR00050","unsubscribe","{""duration_sec"": 248, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016771","C0002072","L0002072","CMP0026","2025-08-28T16:56:36","Email","call_made","EN-001","VAR00042","callback_requested","{""duration_sec"": 6, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016772","C0002072","L0002072","CMP0026","2025-08-28T18:36:28","Call","reply","EN-002","VAR00068","callback_requested","{""duration_sec"": 866, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016773","C0002072","L0002072","CMP0026","2025-08-28T21:19:57","SMS","email_open","EN-003","VAR00061","positive","{""duration_sec"": 266, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016774","C0002072","L0002072","CMP0026","2025-08-28T23:42:22","Web","email_open","EN-009","VAR00106","positive","{""duration_sec"": 775, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016775","C0002072","L0002072","CMP0026","2025-08-28T23:48:58","SMS","social_comment","EN-002","VAR00047","callback_requested","{""duration_sec"": 563, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016776","C0002072","L0002072","CMP0026","2025-08-28T23:58:11","SMS","email_click","EN-017","VAR00067","callback_requested","{""duration_sec"": 284, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016777","C0002072","L0002072","CMP0026","2025-08-28T23:58:23","Web","email_open","EN-016","VAR00104","negative","{""duration_sec"": 224, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016778","C0002072","L0002072","CMP0026","2025-08-28T23:58:41","Web","sms_reply","EN-018","VAR00052","none","{""duration_sec"": 609, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016779","C0002072","L0002072","CMP0026","2025-08-28T23:59:33","SMS","social_comment","EN-020","VAR00016","callback_requested","{""duration_sec"": 205, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016780","C0002072","L0002072","CMP0026","2025-08-28T23:59:50","SMS","email_sent","EN-012","VAR00039","unsubscribe","{""duration_sec"": 97, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016781","C0002072","L0002072","CMP0026","2025-08-28T23:59:58","SMS","social_comment","EN-009","VAR00098","negative","{""duration_sec"": 646, ""utm"": {""source"": ""Event"", ""campaign"": ""CMP0026""}}"
"INT00016782","C0002073","L0002073","CMP0029","2025-08-14T15:52:22","Web","call_made","EN-010","VAR00017","none","{""duration_sec"": 835, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0029""}}"
"INT00016783","C0002073","L0002073","CMP0029","2025-08-20T15:46:32","Call","site_visit","EN-008","VAR00067","unsubscribe","{""duration_sec"": 92, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0029""}}"
"INT00016784","C0002073","L0002073","CMP0029","2025-08-25T04:33:06","SMS","site_visit","EN-005","VAR00008","unsubscribe","{""duration_sec"": 268, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0029""}}"
"INT00016785","C0002073","L0002073","CMP0029","2025-08-27T17:08:26","Social","site_visit","EN-003","VAR00010","none","{""duration_sec"": 35, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0029""}}"
"INT00016786","C0002073","L0002073","CMP0029","2025-08-28T12:50:36","Email","email_sent","EN-020","VAR00109","unsubscribe","{""duration_sec"": 15, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0029""}}"
"INT00016787","C0002073","L0002073","CMP0029","2025-08-28T17:41:50","Web","social_comment","EN-012","VAR00020","positive","{""duration_sec"": 771, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0029""}}"
"INT00016788","C0002073","L0002073","CMP0029","2025-08-28T21:18:44","Social","call_made","EN-017","VAR00004","positive","{""duration_sec"": 357, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0029""}}"
"INT00016789","C0002074","L0002074","CMP0012","2025-07-18T10:53:31","SMS","sms_reply","EN-014","VAR00002","none","{""duration_sec"": 767, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016790","C0002074","L0002074","CMP0012","2025-07-24T18:11:30","Social","site_visit","EN-016","VAR00037","none","{""duration_sec"": 383, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016791","C0002074","L0002074","CMP0012","2025-08-03T11:28:03","Email","reply","EN-010","VAR00041","callback_requested","{""duration_sec"": 529, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016792","C0002074","L0002074","CMP0012","2025-08-16T21:42:05","Social","social_comment","EN-010","VAR00078","unsubscribe","{""duration_sec"": 819, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016793","C0002074","L0002074","CMP0012","2025-08-20T15:55:28","Social","call_answered","EN-013","VAR00069","none","{""duration_sec"": 208, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016794","C0002074","L0002074","CMP0012","2025-08-22T12:02:53","SMS","site_visit","EN-002","VAR00015","callback_requested","{""duration_sec"": 195, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016795","C0002074","L0002074","CMP0012","2025-08-27T09:28:39","Web","sms_reply","EN-017","VAR00030","unsubscribe","{""duration_sec"": 888, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016796","C0002074","L0002074","CMP0012","2025-08-27T16:25:54","Email","email_click","EN-011","VAR00018","callback_requested","{""duration_sec"": 81, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0012""}}"
"INT00016797","C0002075","L0002075","CMP0015","2025-08-21T03:07:39","SMS","call_answered","EN-003","VAR00051","positive","{""duration_sec"": 148, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0015""}}"
"INT00016798","C0002075","L0002075","CMP0015","2025-08-25T20:49:01","Social","reply","EN-005","VAR00019","callback_requested","{""duration_sec"": 227, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0015""}}"
"INT00016799","C0002075","L0002075","CMP0015","2025-08-27T06:01:24","Email","email_sent","EN-010","VAR00036","unsubscribe","{""duration_sec"": 155, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0015""}}"
"INT00016800","C0002075","L0002075","CMP0015","2025-08-28T14:44:33","Web","sms_sent","EN-016","VAR00084","positive","{""duration_sec"": 32, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0015""}}"
"INT00016801","C0002075","L0002075","CMP0015","2025-08-28T17:28:26","Ads","reply","EN-001","VAR00020","positive","{""duration_sec"": 678, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0015""}}"
"INT00016802","C0002076","L0002076","CMP0025","2025-08-10T12:32:38","Email","email_open","EN-002","VAR00091","callback_requested","{""duration_sec"": 662, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00016803","C0002076","L0002076","CMP0025","2025-08-16T00:47:41","Social","sms_sent","EN-011","VAR00066","callback_requested","{""duration_sec"": 704, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00016804","C0002076","L0002076","CMP0025","2025-08-21T21:10:09","Social","email_click","EN-004","VAR00083","negative","{""duration_sec"": 366, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00016805","C0002076","L0002076","CMP0025","2025-08-24T01:52:28","SMS","sms_reply","EN-003","VAR00048","unsubscribe","{""duration_sec"": 757, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00016806","C0002076","L0002076","CMP0025","2025-08-25T22:15:40","Web","email_sent","EN-013","VAR00044","positive","{""duration_sec"": 434, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00016807","C0002076","L0002076","CMP0025","2025-08-28T22:35:28","Ads","site_visit","EN-006","VAR00068","none","{""duration_sec"": 609, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0025""}}"
"INT00016808","C0002077","L0002077","CMP0022","2025-08-24T09:32:13","Social","email_click","EN-019","VAR00023","positive","{""duration_sec"": 623, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016809","C0002077","L0002077","CMP0022","2025-08-28T09:51:24","Web","site_visit","EN-019","VAR00054","callback_requested","{""duration_sec"": 213, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016810","C0002077","L0002077","CMP0022","2025-08-28T12:23:45","Web","site_visit","EN-013","VAR00045","none","{""duration_sec"": 118, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016811","C0002077","L0002077","CMP0022","2025-08-28T19:50:55","Social","sms_reply","EN-002","VAR00038","negative","{""duration_sec"": 330, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016812","C0002077","L0002077","CMP0022","2025-08-28T22:38:34","Social","reply","EN-005","VAR00040","callback_requested","{""duration_sec"": 567, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016813","C0002077","L0002077","CMP0022","2025-08-28T23:45:21","Ads","email_open","EN-003","VAR00025","positive","{""duration_sec"": 450, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016814","C0002077","L0002077","CMP0022","2025-08-28T23:58:04","Social","sms_reply","EN-009","VAR00079","none","{""duration_sec"": 278, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016815","C0002077","L0002077","CMP0022","2025-08-28T23:58:08","Call","email_open","EN-007","VAR00086","positive","{""duration_sec"": 867, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016816","C0002077","L0002077","CMP0022","2025-08-29T00:00:00","SMS","call_made","EN-012","VAR00033","positive","{""duration_sec"": 692, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016817","C0002077","L0002077","CMP0022","2025-08-29T00:00:00","Call","call_made","EN-018","VAR00040","none","{""duration_sec"": 889, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016818","C0002077","L0002077","CMP0022","2025-08-29T00:00:00","Ads","email_click","EN-008","VAR00058","negative","{""duration_sec"": 165, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016819","C0002077","L0002077","CMP0022","2025-08-29T00:00:00","Social","email_click","EN-018","VAR00013","positive","{""duration_sec"": 890, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016820","C0002077","L0002077","CMP0022","2025-08-29T00:00:00","Call","sms_reply","EN-016","VAR00014","callback_requested","{""duration_sec"": 179, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0022""}}"
"INT00016821","C0002078","L0002078","CMP0014","2025-08-02T04:47:01","Email","reply","EN-016","VAR00089","unsubscribe","{""duration_sec"": 387, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016822","C0002078","L0002078","CMP0014","2025-08-22T01:33:30","SMS","sms_reply","EN-013","VAR00037","positive","{""duration_sec"": 594, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016823","C0002078","L0002078","CMP0014","2025-08-24T05:01:15","SMS","call_answered","EN-017","VAR00080","none","{""duration_sec"": 757, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016824","C0002078","L0002078","CMP0014","2025-08-26T05:09:00","SMS","site_visit","EN-010","VAR00083","callback_requested","{""duration_sec"": 460, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016825","C0002078","L0002078","CMP0014","2025-08-28T23:28:51","SMS","sms_sent","EN-009","VAR00026","negative","{""duration_sec"": 203, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016826","C0002078","L0002078","CMP0014","2025-08-28T23:55:25","Email","call_answered","EN-013","VAR00051","positive","{""duration_sec"": 564, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016827","C0002078","L0002078","CMP0014","2025-08-28T23:58:48","Email","call_made","EN-004","VAR00019","callback_requested","{""duration_sec"": 106, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016828","C0002078","L0002078","CMP0014","2025-08-28T23:59:20","SMS","reply","EN-020","VAR00057","unsubscribe","{""duration_sec"": 447, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016829","C0002078","L0002078","CMP0014","2025-08-28T23:59:45","Email","site_visit","EN-015","VAR00049","callback_requested","{""duration_sec"": 702, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016830","C0002078","L0002078","CMP0014","2025-08-28T23:59:52","Social","sms_reply","EN-004","VAR00008","unsubscribe","{""duration_sec"": 213, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0014""}}"
"INT00016831","C0002079","L0002079","CMP0001","2025-08-25T20:45:41","Social","sms_sent","EN-003","VAR00088","callback_requested","{""duration_sec"": 7, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0001""}}"
"INT00016832","C0002079","L0002079","CMP0001","2025-08-28T19:55:52","Call","email_sent","EN-015","VAR00004","negative","{""duration_sec"": 560, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0001""}}"
"INT00016833","C0002079","L0002079","CMP0001","2025-08-28T21:44:14","SMS","call_answered","EN-009","VAR00094","positive","{""duration_sec"": 512, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0001""}}"
"INT00016834","C0002079","L0002079","CMP0001","2025-08-28T23:57:29","Social","call_answered","EN-002","VAR00039","callback_requested","{""duration_sec"": 817, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0001""}}"
"INT00016835","C0002079","L0002079","CMP0001","2025-08-28T23:58:42","Web","email_sent","EN-014","VAR00109","callback_requested","{""duration_sec"": 290, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0001""}}"
"INT00016836","C0002080","L0002080","CMP0029","2025-08-26T21:07:39","Social","social_comment","EN-017","VAR00022","callback_requested","{""duration_sec"": 884, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016837","C0002080","L0002080","CMP0029","2025-08-28T08:06:45","Web","email_open","EN-013","VAR00070","unsubscribe","{""duration_sec"": 102, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016838","C0002080","L0002080","CMP0029","2025-08-28T10:23:05","Social","email_open","EN-004","VAR00076","callback_requested","{""duration_sec"": 674, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016839","C0002080","L0002080","CMP0029","2025-08-28T20:12:17","Ads","social_comment","EN-020","VAR00034","none","{""duration_sec"": 408, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016840","C0002080","L0002080","CMP0029","2025-08-28T21:21:23","Social","site_visit","EN-001","VAR00033","unsubscribe","{""duration_sec"": 267, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016841","C0002080","L0002080","CMP0029","2025-08-28T23:49:36","Ads","social_comment","EN-019","VAR00056","callback_requested","{""duration_sec"": 538, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016842","C0002080","L0002080","CMP0029","2025-08-28T23:50:57","Call","social_comment","EN-006","VAR00094","callback_requested","{""duration_sec"": 142, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016843","C0002080","L0002080","CMP0029","2025-08-28T23:54:32","Social","site_visit","EN-008","VAR00012","negative","{""duration_sec"": 73, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016844","C0002080","L0002080","CMP0029","2025-08-28T23:56:44","Web","site_visit","EN-009","VAR00019","negative","{""duration_sec"": 222, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016845","C0002080","L0002080","CMP0029","2025-08-28T23:57:21","SMS","site_visit","EN-007","VAR00099","none","{""duration_sec"": 205, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016846","C0002080","L0002080","CMP0029","2025-08-28T23:59:21","Call","email_click","EN-010","VAR00041","unsubscribe","{""duration_sec"": 208, ""utm"": {""source"": ""Outbound"", ""campaign"": ""CMP0029""}}"
"INT00016847","C0002081","L0002081","CMP0012","2025-08-19T11:15:34","Email","reply","EN-004","VAR00076","none","{""duration_sec"": 738, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0012""}}"
"INT00016848","C0002081","L0002081","CMP0012","2025-08-19T13:41:26","Ads","sms_sent","EN-009","VAR00059","positive","{""duration_sec"": 524, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0012""}}"
"INT00016849","C0002081","L0002081","CMP0012","2025-08-27T17:45:43","Social","email_click","EN-013","VAR00108","unsubscribe","{""duration_sec"": 790, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0012""}}"
"INT00016850","C0002081","L0002081","CMP0012","2025-08-27T20:27:20","Web","email_sent","EN-002","VAR00013","positive","{""duration_sec"": 189, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0012""}}"
"INT00016851","C0002081","L0002081","CMP0012","2025-08-28T04:58:53","Call","social_comment","EN-018","VAR00042","callback_requested","{""duration_sec"": 246, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0012""}}"
"INT00016852","C0002081","L0002081","CMP0012","2025-08-28T21:54:04","Email","call_made","EN-017","VAR00056","callback_requested","{""duration_sec"": 459, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0012""}}"
"INT00016853","C0002082","L0002082","CMP0020","2025-08-03T15:54:56","SMS","site_visit","EN-008","VAR00098","negative","{""duration_sec"": 116, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016854","C0002082","L0002082","CMP0020","2025-08-09T00:01:59","Call","email_click","EN-002","VAR00033","negative","{""duration_sec"": 829, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016855","C0002082","L0002082","CMP0020","2025-08-19T12:39:28","Call","reply","EN-004","VAR00025","none","{""duration_sec"": 880, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016856","C0002082","L0002082","CMP0020","2025-08-23T03:08:00","SMS","call_answered","EN-014","VAR00042","positive","{""duration_sec"": 114, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016857","C0002082","L0002082","CMP0020","2025-08-27T21:43:38","Social","sms_sent","EN-020","VAR00037","positive","{""duration_sec"": 276, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016858","C0002082","L0002082","CMP0020","2025-08-28T15:09:29","Call","site_visit","EN-008","VAR00009","callback_requested","{""duration_sec"": 533, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016859","C0002082","L0002082","CMP0020","2025-08-28T15:20:24","Ads","sms_sent","EN-012","VAR00036","negative","{""duration_sec"": 448, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016860","C0002082","L0002082","CMP0020","2025-08-28T22:32:09","Email","sms_sent","EN-010","VAR00028","callback_requested","{""duration_sec"": 372, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016861","C0002082","L0002082","CMP0020","2025-08-28T23:04:25","Ads","sms_sent","EN-019","VAR00093","unsubscribe","{""duration_sec"": 641, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016862","C0002082","L0002082","CMP0020","2025-08-28T23:58:32","Web","email_click","EN-005","VAR00077","negative","{""duration_sec"": 296, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0020""}}"
"INT00016863","C0002083","L0002083","CMP0026","2025-08-16T10:22:16","Call","sms_reply","EN-012","VAR00005","negative","{""duration_sec"": 677, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0026""}}"
"INT00016864","C0002083","L0002083","CMP0026","2025-08-17T01:10:06","SMS","email_open","EN-013","VAR00098","positive","{""duration_sec"": 366, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0026""}}"
"INT00016865","C0002083","L0002083","CMP0026","2025-08-21T14:19:36","Web","social_comment","EN-019","VAR00056","negative","{""duration_sec"": 164, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0026""}}"
"INT00016866","C0002083","L0002083","CMP0026","2025-08-23T04:11:36","Email","email_sent","EN-003","VAR00005","callback_requested","{""duration_sec"": 131, ""utm"": {""source"": ""Website"", ""campaign"": ""CMP0026""}}"
"INT00016867","C0002084","L0002084","CMP0007","2025-08-06T20:01:12","Ads","email_open","EN-010","VAR00097","unsubscribe","{""duration_sec"": 164, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0007""}}"
"INT00016868","C0002084","L0002084","CMP0007","2025-08-24T01:09:32","SMS","email_open","EN-002","VAR00040","none","{""duration_sec"": 312, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0007""}}"
"INT00016869","C0002084","L0002084","CMP0007","2025-08-26T20:11:43","SMS","social_comment","EN-019","VAR00090","callback_requested","{""duration_sec"": 258, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0007""}}"
"INT00016870","C0002084","L0002084","CMP0007","2025-08-27T23:22:13","Web","reply","EN-002","VAR00059","none","{""duration_sec"": 125, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0007""}}"
"INT00016871","C0002084","L0002084","CMP0007","2025-08-28T12:10:44","Ads","email_click","EN-013","VAR00075","callback_requested","{""duration_sec"": 203, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0007""}}"
"INT00016872","C0002084","L0002084","CMP0007","2025-08-28T12:56:24","SMS","sms_reply","EN-013","VAR00043","none","{""duration_sec"": 393, ""utm"": {""source"": ""Referral"", ""campaign"": ""CMP0007""}}"
"INT00016873","C0002085","L0002085","CMP0004","2025-08-17T10:35:31","Call","social_comment","EN-020","VAR00108","callback_requested","{""duration_sec"": 516, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
"INT00016874","C0002085","L0002085","CMP0004","2025-08-28T16:19:43","Social","sms_reply","EN-008","VAR00082","none","{""duration_sec"": 443, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
"INT00016875","C0002085","L0002085","CMP0004","2025-08-28T21:51:48","Email","email_click","EN-020","VAR00081","negative","{""duration_sec"": 678, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
"INT00016876","C0002085","L0002085","CMP0004","2025-08-28T23:25:01","Call","social_comment","EN-009","VAR00095","negative","{""duration_sec"": 341, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
"INT00016877","C0002085","L0002085","CMP0004","2025-08-28T23:36:27","Ads","social_comment","EN-008","VAR00092","negative","{""duration_sec"": 686, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
"INT00016878","C0002085","L0002085","CMP0004","2025-08-28T23:58:30","SMS","social_comment","EN-019","VAR00014","positive","{""duration_sec"": 183, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
"INT00016879","C0002085","L0002085","CMP0004","2025-08-28T23:59:00","Social","email_sent","EN-015","VAR00076","negative","{""duration_sec"": 258, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
"INT00016880","C0002085","L0002085","CMP0004","2025-08-28T23:59:23","Ads","sms_reply","EN-010","VAR00092","callback_requested","{""duration_sec"": 56, ""utm"": {""source"": ""Google Ads"", ""campaign"": ""CMP0004""}}"
